id,created_at,likes,name,url,daily_likes
03001,2017-09-20 02:47:59+00:00,953,Sophie Harrigan’s Guide to Playing the Soldier,https://arkhamdb.com/decklist/view/2932/sophie-harrigan-s-guide-to-playing-the-soldier-1.0,1.5702083015568521e-12
03002,2024-09-11 08:19:25+00:00,36,The Incredible Edna Moda's commit,https://arkhamdb.com/decklist/view/50489/the-incredible-edna-moda-s-commit-1.0,3.281178626907701e-11
03002,2023-05-26 15:32:06+00:00,133,Expert Minhfinite|30k Series|Deck Guide,https://arkhamdb.com/decklist/view/43311/expert-minhfinite-30k-series-deck-guide-1.0,1.4836609903426307e-11
03002,2022-05-27 15:50:53+00:00,353,Scavenge-Minhg|Beginner Deck Guide Series,https://arkhamdb.com/decklist/view/37360/scavenge-minhg-beginner-deck-guide-series-1.0,1.2957152648716876e-11
03002,2023-05-12 14:36:10+00:00,101,IOU an Explanation: Where to DRAW the line? [Hopefuls Only],https://arkhamdb.com/decklist/view/43062/iou-an-explanation-where-to-draw-the-line-hopefuls-only-1.0,1.0731847490712337e-11
03002,2020-08-30 13:36:35+00:00,502,Madame Necronominhcon (Deck Guide),https://arkhamdb.com/decklist/view/25076/madame-necronominhcon-deck-guide-1.0,4.407140632200671e-12
03002,2024-06-20 16:28:40+00:00,7,Minh Thi Phan studied Gray's Anatomy (19 xp),https://arkhamdb.com/decklist/view/49148/minh-thi-phan-studied-gray-s-anatomy-19-xp-1.0,4.077696862745583e-12
03002,2024-06-02 23:03:36+00:00,7,Minh Thi Phan - The Oracle (19xp),https://arkhamdb.com/decklist/view/48873/minh-thi-phan-the-oracle-19xp-1.0,3.718558871750541e-12
03002,2024-10-25 17:32:54+00:00,3,Minh Thi Phan - Wild Scavenging Power,https://arkhamdb.com/decklist/view/51392/minh-thi-phan-wild-scavenging-power-1.0,3.5730772157322635e-12
03002,2024-05-21 12:30:41+00:00,7,Minh Thi Phan with her newspapers.,https://arkhamdb.com/decklist/view/48683/minh-thi-phan-with-her-newspapers-1.0,3.5007467577508295e-12
03002,2024-02-09 17:40:24+00:00,10,Minh Thi Phan - Solo All-In Necronomicon,https://arkhamdb.com/decklist/view/46748/minh-thi-phan-solo-all-in-necronomicon-1.0,3.0920233433139923e-12
03003,2024-08-04 11:17:05+00:00,63,Cursed Art Therapy: CurSefina | HC 2P Guide,https://arkhamdb.com/decklist/view/49761/cursed-art-therapy-cursefina-hc-2p-guide-1.0,4.664187965452598e-11
03003,2023-12-14 12:56:31+00:00,70,Sefina Sharpens Her Brushes | Flex | 22xp,https://arkhamdb.com/decklist/view/45910/sefina-sharpens-her-brushes-flex-22xp-1.0,1.691502890310354e-11
03003,2022-05-27 15:48:45+00:00,286,Sefine-Art Black Magic Painter|Beginner Deck Guide Series,https://arkhamdb.com/decklist/view/37359/sefine-art-black-magic-painter-beginner-deck-guide-series-1.0,1.0497863052501491e-11
03003,2024-01-20 04:40:41+00:00,23,A Loooong String of Curses,https://arkhamdb.com/decklist/view/46390/a-loooong-string-of-curses-1.0,6.48321588447594e-12
03003,2024-08-28 01:51:30+00:00,7,"Sefina, the eldritch gunslinger.",https://arkhamdb.com/decklist/view/50231/sefina-the-eldritch-gunslinger-1.0,5.890251601713745e-12
03003,2022-05-27 22:41:44+00:00,147,Statstick Sefina,https://arkhamdb.com/decklist/view/37371/statstick-sefina-1.0,5.395754785726291e-12
03003,2024-04-05 20:57:25+00:00,13,Sefina's Motherquake of Inspiration | 12 XP | Deck Guide,https://arkhamdb.com/decklist/view/48042/sefina-s-motherquake-of-inspiration-12-xp-deck-guide-1.0,5.198365733171475e-12
03003,2024-02-16 01:12:53+00:00,11,Sefina beats a scenario in one turn,https://arkhamdb.com/decklist/view/46870/sefina-beats-a-scenario-in-one-turn-1.0,3.4936528584509394e-12
03003,2023-05-12 14:18:21+00:00,25,Sefina Black Fan - Level 0 - Guide + Upgrade Path,https://arkhamdb.com/decklist/view/43061/sefina-black-fan-level-0-guide-upgrade-path-1.0,2.6563978937406773e-12
03003,2018-04-16 20:56:40+00:00,989,"Artiste Elusive [Co-op & Solo] - ""Magnum Opus"" Version",https://arkhamdb.com/decklist/view/5311/artiste-elusive-co-op-solo-magnum-opus-version-1.0,2.1496827709873656e-12
03004,2022-05-27 15:48:03+00:00,966,Akachi Ony-Elemental Mage|Beginner Deck Guide Series,https://arkhamdb.com/decklist/view/37358/akachi-ony-elemental-mage-beginner-deck-guide-series-1.0,3.5457817163344195e-11
03004,2023-01-13 23:22:35+00:00,52,Empowered Self (Bestow Resolve Oversuccess Guide),https://arkhamdb.com/decklist/view/41079/empowered-self-bestow-resolve-oversuccess-guide-1.0,3.732391460861121e-12
03004,2024-06-10 12:20:39+00:00,6,Cost Management - Akachi,https://arkhamdb.com/decklist/view/49013/cost-management-akachi-1.0,3.3198255087619185e-12
03004,2024-10-07 19:32:45+00:00,3,"Token Sealer Akachi [3 players, 2 Campaigns] 0-98xp",https://arkhamdb.com/decklist/view/51066/token-sealer-akachi-3-players-2-campaigns-0-98xp-1.0,3.203864298500559e-12
03004,2023-03-09 06:20:05+00:00,27,☻ 2 Packs Deck Guide : All-Stats Akachi,https://arkhamdb.com/decklist/view/42035/2-packs-deck-guide-all-stats-akachi-2.0,2.305125729373345e-12
03004,2024-03-25 22:53:06+00:00,6,Akachi Onyele Solo Carcosa (1 Core + DL + PtC),https://arkhamdb.com/decklist/view/47912/akachi-onyele-solo-carcosa-1-core-dl-ptc-1.0,2.2781994708192295e-12
03004,2022-11-04 12:52:27+00:00,33,Akachi Onyele EBDA Carcosa Hechicera,https://arkhamdb.com/decklist/view/39858/akachi-onyele-ebda-carcosa-hechicera-1.0,1.9108899062925076e-12
03004,2020-08-30 17:39:46+00:00,177,"Akachi - Seal Team (Hard Mode, Guide)",https://arkhamdb.com/decklist/view/25081/akachi-seal-team-hard-mode-guide-1.0,1.5539121352580053e-12
